jugador,club,posicion,nacionalidad,edad_llegada,temporada_llegada,temporada_salida,vm_llegada,vm_salida,revalorizacion_abs,revalorizacion_pct,importe_compra,importe_venta
David Goldar,Burgos CF,Centre-Back,Spain,28,2022-23,2023-24,800000.0,800000.0,0.0,0.0,,500000.0
David Larrubia,Málaga CF,Right Winger,Spain,20,2022-23,2022-23,200000.0,200000.0,0.0,0.0,,
David López,Burgos CF,Centre-Back,Spain,21,2024-25,2024-25,100000.0,500000.0,400000.0,400.0,,
David López,Elche CF,Centre-Back,Spain,20,2023-24,2024-25,50000.0,100000.0,50000.0,100.0,,
David Mayoral,CD Lugo,Right Winger,Spain,24,2021-22,2022-23,400000.0,100000.0,-300000.0,-75.0,,
David Rodríguez,CD Tenerife,Right-Back,Spain,23,2023-24,2023-24,100000.0,100000.0,0.0,0.0,,
David Timor,SD Huesca,Central Midfield,Spain,32,2021-22,2023-24,1200000.0,800000.0,-400000.0,-33.33,,
David Vicente,CD Mirandés,Right-Back,Spain,23,2022-23,2024-25,150000.0,200000.0,50000.0,33.33,20000.0,
Davo,Deportivo de La Coruña,Left Winger,Spain,29,2024-25,2025-26,500000.0,300000.0,-200000.0,-40.0,300000.0,
Denis Genreau,Deportivo de La Coruña,Attacking Midfield,Australia,25,2024-25,2025-26,800000.0,800000.0,0.0,0.0,,
Derick Poloni,CD Eldense,Left-Back,Brazil,29,2023-24,2024-25,300000.0,300000.0,0.0,0.0,,
Diego Altube,Albacete Balompié,Goalkeeper,Spain,22,2022-23,2024-25,800000.0,600000.0,-200000.0,-25.0,,
Diego Aznar,SD Huesca,Centre-Forward,Spain,19,2023-24,2024-25,,100000.0,,,,
Diego Conde,CD Leganés,Goalkeeper,Spain,24,2023-24,2021-22,300000.0,300000.0,0.0,0.0,,
Diego García,CD Leganés,Centre-Forward,Spain,22,2022-23,2022-23,150000.0,150000.0,0.0,0.0,,
Diego González,Albacete Balompié,Centre-Back,Spain,29,2024-25,2024-25,900000.0,800000.0,-100000.0,-11.11,,
Diego González,FC Andorra,Centre-Back,Spain,24,2023-24,2022-23,250000.0,200000.0,-50000.0,-20.0,,
Diego González,SD Huesca,Centre-Back,Spain,25,2024-25,2025-26,300000.0,500000.0,200000.0,66.67,,
Diego Gómez,Deportivo de La Coruña,Right Winger,Spain,19,2024-25,2025-26,200000.0,200000.0,0.0,0.0,,
Diego Mariño,Granada CF,Goalkeeper,Spain,34,2024-25,2025-26,300000.0,250000.0,-50000.0,-16.67,,
Diego Mirapeix,Racing Santander,Centre-Back,Spain,23,2023-24,2024-25,200000.0,200000.0,0.0,0.0,,
Diego Moreno,CD Mirandés,Right-Back,Spain,22,2023-24,2023-24,800000.0,600000.0,-200000.0,-25.0,,
Diego Moreno,FC Cartagena,Right-Back,Spain,22,2023-24,2024-25,600000.0,600000.0,0.0,0.0,,
Diogo Queirós,Real Valladolid CF,Centre-Back,Portugal,22,2021-22,2021-22,3000000.0,1500000.0,-1500000.0,-50.0,,
Diogo Verdasca,CD Mirandés,Centre-Back,Portugal,26,2023-24,2024-25,300000.0,200000.0,-100000.0,-33.33,,
Diosbert Rivero,Burgos CF,Centre-Forward,Venezuela,21,2021-22,2021-22,50000.0,100000.0,50000.0,100.0,,
Dragan Rosic,UD Almería,Goalkeeper,Serbia,24,2021-22,2021-22,400000.0,400000.0,0.0,0.0,,
Eddie Salcedo,CD Eldense,Centre-Forward,Italy,21,2023-24,2023-24,2500000.0,1500000.0,-1000000.0,-40.0,,
Edgar Badia,Elche CF,Goalkeeper,Spain,32,2024-25,2024-25,1400000.0,1400000.0,0.0,0.0,,
Edgar Badia,Real Zaragoza,Goalkeeper,Spain,31,2023-24,2024-25,2000000.0,1400000.0,-600000.0,-30.0,,
Edgar González,UD Almería,Centre-Back,Spain,28,2025-26,2025-26,1500000.0,2000000.0,500000.0,33.33,,
Edu Espiau,Burgos CF,Centre-Forward,Spain,28,2023-24,2025-26,600000.0,600000.0,0.0,0.0,,
Eduardo Mingotes,Real Zaragoza,Centre-Back,Spain,25,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Edward Cedeño,UD Las Palmas,Defensive Midfield,Panama,22,2025-26,2025-26,300000.0,300000.0,0.0,0.0,500000.0,
Efe Aghama,AD Ceuta FC,Left Winger,Nigeria,21,2025-26,2025-26,25000.0,25000.0,0.0,0.0,,700000.0
Efe Aghama,Cádiz CF,Left Winger,Nigeria,21,2025-26,2025-26,25000.0,700000.0,675000.0,2700.0,700000.0,
Ekain Zenitagoia,Racing Santander,Second Striker,Spain,29,2023-24,2025-26,500000.0,400000.0,-100000.0,-20.0,,
Elady Zorrilla,Burgos CF,Left Winger,Spain,34,2024-25,2025-26,200000.0,200000.0,0.0,0.0,,
Elady Zorrilla,CD Tenerife,Left Winger,Spain,31,2021-22,2024-25,400000.0,500000.0,100000.0,25.0,,
Elady Zorrilla,SD Huesca,Left Winger,Spain,33,2023-24,2024-25,600000.0,500000.0,-100000.0,-16.67,,
Elliot Gómez,CD Tenerife,Right Winger,Spain,22,2021-22,2022-23,100000.0,200000.0,100000.0,100.0,,
Emmanuel Apeh,CD Tenerife,Centre-Forward,Nigeria,25,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Emmanuel Attipoe,Albacete Balompié,Right-Back,Ghana,23,2023-24,2023-24,100000.0,100000.0,0.0,0.0,,
Enol Coto,Sporting Gijón,Right-Back,Spain,21,2022-23,2024-25,150000.0,100000.0,-50000.0,-33.33,,
Enric Franquesa,CD Leganés,Left-Back,Spain,25,2022-23,2023-24,800000.0,800000.0,0.0,0.0,,
Enric Franquesa,Levante UD,Left-Back,Spain,26,2023-24,2024-25,800000.0,1500000.0,700000.0,87.5,,90000.0
Enrique Clemente,Racing Ferrol,Centre-Back,Spain,24,2023-24,2024-25,300000.0,400000.0,100000.0,33.33,,
Enrique Clemente,Real Zaragoza,Centre-Back,Spain,22,2021-22,2025-26,500000.0,400000.0,-100000.0,-20.0,,
Enzo Lombardo,SD Huesca,Left Winger,Philippines,24,2021-22,2024-25,400000.0,400000.0,0.0,0.0,,
Eric Cañete,FC Andorra,Central Midfield,Spain,19,2022-23,2023-24,50000.0,50000.0,0.0,0.0,,
Eric Puerto,Deportivo de La Coruña,Goalkeeper,Spain,22,2025-26,2024-25,200000.0,200000.0,0.0,0.0,,
Eric Pérez,SD Eibar,Left Winger,Spain,23,2024-25,2025-26,,50000.0,,,,
Eric Ramírez,Sporting Gijón,Centre-Forward,Venezuela,23,2021-22,2022-23,1500000.0,1000000.0,-500000.0,-33.33,250000.0,
Erick Ferigra,UD Las Palmas,Centre-Back,Ecuador,22,2021-22,2022-23,400000.0,800000.0,400000.0,100.0,,
Erik Jirka,Real Oviedo,Right Midfield,Slovakia,23,2021-22,2022-23,800000.0,800000.0,0.0,0.0,500000.0,
Ernesto Gómez,Burgos CF,Right Winger,Spain,27,2021-22,2022-23,300000.0,300000.0,0.0,0.0,,
Esteban Saveljich,Burgos CF,Centre-Back,Montenegro,32,2023-24,2024-25,500000.0,400000.0,-100000.0,-20.0,,
Etienne Eto'o,CD Mirandés,Centre-Forward,Cameroon,23,2025-26,2025-26,200000.0,300000.0,100000.0,50.0,,
Eudald Vergés,FC Andorra,Left-Back,Spain,25,2022-23,2023-24,300000.0,300000.0,0.0,0.0,,
Eugeni,Real Zaragoza,Central Midfield,Spain,27,2021-22,2023-24,800000.0,600000.0,-200000.0,-25.0,,
Fabio Blanco,Villarreal CF B,Left Winger,Spain,19,2023-24,2023-24,400000.0,400000.0,0.0,0.0,700000.0,
Fabri,Levante UD,Centre-Forward,Brazil,21,2022-23,2024-25,250000.0,800000.0,550000.0,220.0,300000.0,500000.0
Facundo García,CD Leganés,Defensive Midfield,Argentina,21,2021-22,2022-23,300000.0,300000.0,0.0,0.0,,
Famara Diédhiou,Granada CF,Centre-Forward,Senegal,30,2022-23,2024-25,3000000.0,500000.0,-2500000.0,-83.33,,
Fede Vico,CD Leganés,Attacking Midfield,Spain,27,2021-22,2023-24,1200000.0,2000000.0,800000.0,66.67,,
Federico Bikoro,Real Zaragoza,Central Midfield,Equatorial Guinea,25,2021-22,2022-23,200000.0,250000.0,50000.0,25.0,,
Fer Niño,Villarreal CF B,Centre-Forward,Spain,21,2022-23,2023-24,3000000.0,3000000.0,0.0,0.0,,
Fernando Llorente,SD Eibar,Centre-Forward,Spain,36,2021-22,2022-23,1000000.0,300000.0,-700000.0,-70.0,,
Fernando Mimbacas,Burgos CF,Centre-Forward,Uruguay,22,2024-25,2025-26,500000.0,200000.0,-300000.0,-60.0,300000.0,
Fidel,Albacete Balompié,Left Winger,Spain,34,2023-24,2025-26,800000.0,350000.0,-450000.0,-56.25,,
Filip Malbasic,Burgos CF,Right Winger,Serbia,29,2021-22,2022-23,900000.0,400000.0,-500000.0,-55.56,,
Florian Miguel,SD Huesca,Left-Back,France,24,2021-22,2023-24,1800000.0,1800000.0,0.0,0.0,,
Florin Andone,CD Eldense,Centre-Forward,Romania,30,2023-24,2024-25,800000.0,600000.0,-200000.0,-25.0,,
Fran Callejón,UD Almería,Central Midfield,Spain,23,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Fran García,Burgos CF,Left-Back,Spain,28,2021-22,2023-24,400000.0,500000.0,100000.0,25.0,,
Fran Gámez,Real Zaragoza,Right-Back,Spain,29,2021-22,2024-25,500000.0,400000.0,-100000.0,-20.0,,
Fran Sol,SD Eibar,Centre-Forward,Spain,29,2021-22,2022-23,800000.0,1000000.0,200000.0,25.0,,
Fran Villalba,Sporting Gijón,Attacking Midfield,Spain,23,2021-22,2024-25,1500000.0,1500000.0,0.0,0.0,,1000000.0
Franchu,FC Cartagena,Attacking Midfield,Argentina,24,2022-23,2023-24,500000.0,500000.0,0.0,0.0,,
Franchu,SD Eibar,Attacking Midfield,Argentina,23,2021-22,2023-24,600000.0,500000.0,-100000.0,-16.67,,
Francisco Mwepu,Cádiz CF,Centre-Forward,Zambia,24,2024-25,2025-26,300000.0,500000.0,200000.0,66.67,,
Franco Soldano,CF Fuenlabrada,Centre-Forward,Argentina,26,2021-22,2021-22,1400000.0,700000.0,-700000.0,-50.0,,
Frederico Venâncio,SD Eibar,Centre-Back,Portugal,28,2021-22,2024-25,800000.0,700000.0,-100000.0,-12.5,,
Félix Ofoli,CD Leganés,Centre-Back,Ghana,22,2022-23,2023-24,500000.0,500000.0,0.0,0.0,,
Gabri Martínez,CD Mirandés,Left Winger,Spain,20,2023-24,2024-25,300000.0,1800000.0,1500000.0,500.0,,
Gabriel Barès,Burgos CF,Defensive Midfield,Switzerland,24,2024-25,2025-26,400000.0,300000.0,-100000.0,-25.0,,
Gabriel Fuentes,Real Zaragoza,Left-Back,Colombia,25,2022-23,2023-24,1200000.0,1200000.0,0.0,0.0,,
Gabriele Corbo,Córdoba CF,Centre-Back,Italy,25,2024-25,2025-26,800000.0,500000.0,-300000.0,-37.5,,
Gaizka Larrazabal,Real Zaragoza,Right-Back,Spain,24,2022-23,2023-24,800000.0,600000.0,-200000.0,-25.0,,
Gaspar Campos,Burgos CF,Left Winger,Spain,22,2022-23,2023-24,1500000.0,1500000.0,0.0,0.0,,
Gaspar Campos,Sporting Gijón,Left Winger,Spain,23,2023-24,2022-23,1500000.0,1500000.0,0.0,0.0,,
Gastón Brugman,Real Oviedo,Defensive Midfield,Uruguay,28,2021-22,2022-23,2000000.0,2000000.0,0.0,0.0,,
Gastón Silva,FC Cartagena,Centre-Back,Uruguay,27,2021-22,2022-23,1200000.0,500000.0,-700000.0,-58.33,,
Gaëtan Poussin,Real Zaragoza,Goalkeeper,France,24,2023-24,2025-26,1800000.0,800000.0,-1000000.0,-55.56,,
Genaro Rodríguez,Córdoba CF,Defensive Midfield,Spain,26,2024-25,2025-26,500000.0,500000.0,0.0,0.0,,
Genaro Rodríguez,Málaga CF,Defensive Midfield,Spain,23,2021-22,2024-25,300000.0,500000.0,200000.0,66.67,,
Gerard Gumbau,Granada CF,Defensive Midfield,Spain,30,2025-26,2025-26,1500000.0,1500000.0,0.0,0.0,,
Gerard Valentín,SD Huesca,Right Winger,Spain,28,2021-22,2025-26,600000.0,800000.0,200000.0,33.33,300000.0,750000.0
Germán Sánchez,Racing Santander,Centre-Back,Spain,35,2022-23,2024-25,800000.0,200000.0,-600000.0,-75.0,,
Germán Valera,FC Andorra,Left Winger,Spain,20,2022-23,2023-24,1500000.0,1500000.0,0.0,0.0,,
Germán Valera,Real Zaragoza,Left Winger,Spain,21,2023-24,2024-25,1500000.0,2000000.0,500000.0,33.33,,
Ghislain Konan,Burgos CF,Left-Back,Cote d'Ivoire,29,2024-25,2025-26,5000000.0,1000000.0,-4000000.0,-80.0,,
Giorgi Kochorashvili,Levante UD,Central Midfield,Georgia,23,2022-23,2022-23,200000.0,200000.0,0.0,0.0,,
Giorgi Makaridze,SD Ponferradina,Goalkeeper,Georgia,32,2022-23,2022-23,700000.0,700000.0,0.0,0.0,,
Giorgi Tsitaishvili,Granada CF,Left Winger,Georgia,23,2024-25,2025-26,800000.0,2000000.0,1200000.0,150.0,,
Giovanni Zarfino,CD Castellón,Central Midfield,Uruguay,33,2024-25,2025-26,300000.0,200000.0,-100000.0,-33.33,,
Giovanni Zarfino,Sporting Gijón,Central Midfield,Uruguay,30,2022-23,2024-25,400000.0,400000.0,0.0,0.0,,
Giuliano Simeone,Real Zaragoza,Right Winger,Argentina,19,2022-23,2023-24,500000.0,2500000.0,2000000.0,400.0,,
Gonzalo Petit,CD Mirandés,Centre-Forward,Uruguay,18,2025-26,2025-26,1500000.0,4000000.0,2500000.0,166.67,,
Gonzalo Plata,Real Valladolid CF,Right Winger,Ecuador,20,2021-22,2023-24,5000000.0,5000000.0,0.0,0.0,,12000000.0
Gonzalo Verdú,FC Cartagena,Centre-Back,Spain,34,2023-24,2024-25,700000.0,100000.0,-600000.0,-85.71,,
Gori Gracia,Real Zaragoza,Central Midfield,Spain,22,2024-25,2025-26,50000.0,100000.0,50000.0,100.0,,
Grego Sierra,Burgos CF,Centre-Back,Spain,28,2021-22,2024-25,400000.0,700000.0,300000.0,75.0,,
Guillem Naranjo,Real Zaragoza,Centre-Forward,Spain,23,2023-24,2024-25,200000.0,150000.0,-50000.0,-25.0,,
Guillermo de Amores,Sporting Gijón,Goalkeeper,Uruguay,28,2022-23,2023-24,600000.0,500000.0,-100000.0,-16.67,,
Gustavo Albarracín,SD Huesca,Central Midfield,Argentina,19,2025-26,2025-26,,300000.0,,,,
Gustavo Blanco Leschuk,SD Eibar,Centre-Forward,Argentina,29,2021-22,2023-24,800000.0,800000.0,0.0,0.0,,
Gustavo Henrique,Real Valladolid CF,Centre-Back,Brazil,30,2023-24,2023-24,1800000.0,1400000.0,-400000.0,-22.22,,
Haissem Hassan,CD Mirandés,Right Winger,Egypt,19,2021-22,2022-23,2000000.0,1500000.0,-500000.0,-25.0,,
Haissem Hassan,Sporting Gijón,Right Winger,Egypt,21,2023-24,2024-25,1500000.0,2000000.0,500000.0,33.33,,
Haissem Hassan,Villarreal CF B,Right Winger,Egypt,20,2022-23,2023-24,1500000.0,1500000.0,0.0,0.0,,
Haris Vuckic,Real Zaragoza,Second Striker,Slovenia,29,2022-23,2022-23,1200000.0,1200000.0,0.0,0.0,,
Hector Hevel,FC Cartagena,Central Midfield,Malaysia,27,2023-24,2023-24,1000000.0,800000.0,-200000.0,-20.0,,
Helton Leite,Deportivo de La Coruña,Goalkeeper,Brazil,33,2024-25,2025-26,1000000.0,600000.0,-400000.0,-40.0,,300000.0
Hernâni,UD Las Palmas,Left Winger,Portugal,30,2021-22,2022-23,1000000.0,700000.0,-300000.0,-30.0,,
Houboulang Mendes,CD Mirandés,Right-Back,Guinea-Bissau,25,2023-24,2024-25,1200000.0,700000.0,-500000.0,-41.67,,
Houboulang Mendes,UD Almería,Right-Back,Guinea-Bissau,26,2024-25,2025-26,700000.0,1000000.0,300000.0,42.86,,
Hugo Anglada,SD Huesca,Centre-Back,Spain,20,2024-25,2024-25,150000.0,100000.0,-50000.0,-33.33,,
Hugo González,FC Cartagena,Right Winger,Spain,21,2024-25,2024-25,300000.0,300000.0,0.0,0.0,,
Hugo Pérez,SD Huesca,Centre-Back,Spain,22,2025-26,2025-26,200000.0,200000.0,0.0,0.0,,
Hugo Rama,Real Oviedo,Attacking Midfield,Spain,25,2021-22,2023-24,400000.0,600000.0,200000.0,50.0,,
Hugo Rincón,CD Mirandés,Right-Back,Spain,21,2024-25,2025-26,250000.0,2000000.0,1750000.0,700.0,,
Hugo Vallejo,Real Valladolid CF,Left Winger,Spain,21,2021-22,2023-24,1500000.0,500000.0,-1000000.0,-66.67,,
Hugo Vallejo,SD Huesca,Left Winger,Spain,23,2023-24,2025-26,500000.0,500000.0,0.0,0.0,,
Héber Pena,Racing Ferrol,Left Winger,Spain,35,2024-25,2024-25,100000.0,300000.0,200000.0,200.0,,
Héctor Martínez,UD Ibiza,Left-Back,Spain,21,2021-22,2021-22,100000.0,100000.0,0.0,0.0,,
Iago López,CD Mirandés,Right-Back,Spain,22,2021-22,2022-23,700000.0,500000.0,-200000.0,-28.57,,
Iago López,Girona FC,Right-Back,Spain,22,2021-22,2021-22,700000.0,700000.0,0.0,0.0,,
Ian Forns,Burgos CF,Left-Back,Spain,20,2024-25,2024-25,150000.0,200000.0,50000.0,33.33,,
Iano Simão,Deportivo de La Coruña,Left-Back,Guinea-Bissau,26,2025-26,2025-26,200000.0,200000.0,0.0,0.0,,
Ibrahima Koné,UD Almería,Centre-Forward,Mali,26,2025-26,2024-25,1800000.0,2500000.0,700000.0,38.89,,
Ibrahima Kébé,CD Mirandés,Defensive Midfield,Mali,23,2023-24,2024-25,500000.0,500000.0,0.0,0.0,,
Iddrisu Baba,UD Almería,Central Midfield,Ghana,28,2024-25,2024-25,2200000.0,2200000.0,0.0,0.0,,
Ignacio Jeraldino,Sporting Gijón,Centre-Forward,Chile,27,2022-23,2023-24,700000.0,400000.0,-300000.0,-42.86,,
Ignacio Otaño,CD Tenerife,Goalkeeper,Spain,25,2021-22,2021-22,150000.0,150000.0,0.0,0.0,,
Ignasi Miquel,CD Leganés,Centre-Back,Spain,32,2025-26,2021-22,600000.0,1000000.0,400000.0,66.67,,
Ignasi Miquel,Granada CF,Centre-Back,Spain,29,2022-23,2024-25,1200000.0,1000000.0,-200000.0,-16.67,,
Ignasi Miquel,SD Huesca,Centre-Back,Spain,28,2021-22,2022-23,1000000.0,1200000.0,200000.0,20.0,,
Ignasi Vilarrasa,SD Huesca,Left-Back,Spain,22,2022-23,2025-26,350000.0,1000000.0,650000.0,185.71,,
Iker Alday,SD Eibar,Right-Back,Spain,22,2025-26,2025-26,50000.0,50000.0,0.0,0.0,,
Iker Amorrortu,SD Amorebieta,Right Winger,Spain,25,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Iker Benito,CD Mirandés,Right Winger,Spain,22,2024-25,2025-26,800000.0,1500000.0,700000.0,87.5,,
Iker Kortajarena,SD Huesca,Central Midfield,Spain,23,2023-24,2025-26,350000.0,800000.0,450000.0,128.57,,1000000.0
Iker Losada,Racing Ferrol,Second Striker,Spain,21,2023-24,2024-25,350000.0,1800000.0,1450000.0,414.29,,1800000.0
Iker Recio,AD Alcorcón,Centre-Back,Spain,22,2023-24,2023-24,50000.0,50000.0,0.0,0.0,,
Iker Ropero,Real Sociedad B,Centre-Back,Spain,19,2025-26,2025-26,100000.0,100000.0,0.0,0.0,,
Iker Unzueta,SD Huesca,Centre-Forward,Spain,26,2024-25,2025-26,300000.0,500000.0,200000.0,66.67,,
Ilyas Chaira,CD Mirandés,Left Winger,Morocco,22,2023-24,2024-25,400000.0,1600000.0,1200000.0,300.0,,
Imanol García de Albéniz,CD Mirandés,Left-Back,Spain,21,2021-22,2022-23,150000.0,1000000.0,850000.0,566.67,,
Imanol García de Albéniz,SD Eibar,Left-Back,Spain,22,2022-23,2023-24,1000000.0,1200000.0,200000.0,20.0,,
Iomar Vidal,AD Ceuta FC,Centre-Forward,Spain,26,2025-26,2025-26,200000.0,200000.0,0.0,0.0,,
Isaac Obeng,Cádiz CF,Right Winger,Ghana,22,2025-26,2025-26,100000.0,100000.0,0.0,0.0,,
Isak Jansson,FC Cartagena,Left Winger,Sweden,20,2022-23,2024-25,1000000.0,1000000.0,0.0,0.0,,250000.0
Isidro Pitta,SD Huesca,Centre-Forward,Paraguay,22,2021-22,2022-23,1000000.0,2000000.0,1000000.0,100.0,1000000.0,950000.0
Ismael Barea,CD Mirandés,Central Midfield,Spain,20,2025-26,2025-26,300000.0,300000.0,0.0,0.0,,
Ismael Gutiérrez,Málaga CF,Central Midfield,Spain,20,2021-22,2022-23,1000000.0,200000.0,-800000.0,-80.0,,
Ivan Durdov,CD Mirandés,Centre-Forward,Croatia,23,2023-24,2023-24,500000.0,500000.0,0.0,0.0,,
Iván Alejo,Cádiz CF,Right-Back,Spain,30,2025-26,2025-26,1200000.0,1200000.0,0.0,0.0,,
Iván Ayllón,FC Cartagena,Centre-Forward,Spain,22,2023-24,2024-25,50000.0,400000.0,350000.0,700.0,,
Iván Calero,FC Cartagena,Right-Back,Spain,27,2022-23,2024-25,300000.0,700000.0,400000.0,133.33,,300000.0
Iván Calero,Málaga CF,Right-Back,Spain,27,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Iván Calero,Real Zaragoza,Right-Back,Spain,29,2024-25,2025-26,700000.0,700000.0,0.0,0.0,300000.0,
Iván Chapela,Burgos CF,Right Winger,Spain,26,2025-26,2025-26,1000000.0,1000000.0,0.0,0.0,,
Iván Cuéllar,Sporting Gijón,Goalkeeper,Spain,37,2021-22,2023-24,100000.0,100000.0,0.0,0.0,,
Iván Cédric,AD Alcorcón,Centre-Forward,Cameroon,19,2021-22,2021-22,,,,,,
Iván Cédric,UD Las Palmas,Centre-Forward,Cameroon,23,2025-26,2025-26,300000.0,300000.0,0.0,0.0,,
Iván Gil,SD Eibar,Attacking Midfield,Spain,24,2024-25,2025-26,800000.0,800000.0,0.0,0.0,,
Iván Martos,FC Cartagena,Left-Back,Spain,25,2022-23,2023-24,400000.0,400000.0,0.0,0.0,,
Iván Martos,SD Huesca,Left-Back,Spain,26,2023-24,2024-25,400000.0,400000.0,0.0,0.0,,
Iván Morante,Racing Santander,Central Midfield,Spain,22,2023-24,2024-25,300000.0,700000.0,400000.0,133.33,,
Iván Pomba,Villarreal CF B,Right Winger,Argentina,20,2023-24,2023-24,10000.0,10000.0,0.0,0.0,,
Iván Romero,CD Tenerife,Centre-Forward,Spain,21,2022-23,2023-24,600000.0,800000.0,200000.0,33.33,,
Iván Sánchez,Real Valladolid CF,Right Winger,Spain,29,2021-22,2025-26,800000.0,600000.0,-200000.0,-25.0,,
Iván Villar,CD Leganés,Goalkeeper,Spain,24,2021-22,2022-23,2500000.0,1200000.0,-1300000.0,-52.0,,
Iñigo Vicente,CD Mirandés,Left Winger,Spain,23,2021-22,2022-23,1000000.0,1500000.0,500000.0,50.0,,
Jacobo González,FC Andorra,Left Winger,Spain,25,2022-23,2023-24,500000.0,600000.0,100000.0,20.0,,
Jaime Romero,FC Cartagena,Right Winger,Spain,32,2022-23,2022-23,400000.0,400000.0,0.0,0.0,,
Jaime Seoane,SD Huesca,Central Midfield,Spain,29,2025-26,2022-23,1800000.0,4000000.0,2200000.0,122.22,,
Jairo Izquierdo,FC Cartagena,Left-Back,Spain,28,2022-23,2024-25,800000.0,800000.0,0.0,0.0,,300000.0
Jairo Noriega,Deportivo de La Coruña,Attacking Midfield,Spain,21,2025-26,2025-26,300000.0,300000.0,0.0,0.0,,
Jairo Quinteros,Real Zaragoza,Centre-Back,Bolivia,21,2022-23,2023-24,550000.0,200000.0,-350000.0,-63.64,,30000.0
Jakes Gorosabel,Real Sociedad B,Centre-Forward,Spain,21,2025-26,2025-26,100000.0,,,,,
James Igbekeme,Real Zaragoza,Defensive Midfield,Nigeria,27,2022-23,2023-24,500000.0,350000.0,-150000.0,-30.0,,
Jan Encuentra,FC Andorra,Right-Back,Spain,19,2025-26,2025-26,,,,,,
Jan Salas,Córdoba CF,Central Midfield,Spain,20,2025-26,2025-26,100000.0,500000.0,400000.0,400.0,,
Jannick Buyla,Real Zaragoza,Central Midfield,Equatorial Guinea,22,2021-22,2022-23,250000.0,250000.0,0.0,0.0,,
Jaume Costa,Albacete Balompié,Left-Back,Spain,36,2024-25,2025-26,900000.0,100000.0,-800000.0,-88.89,,
Jaume Grau,Real Zaragoza,Central Midfield,Spain,24,2021-22,2024-25,800000.0,700000.0,-100000.0,-12.5,,
Javi Avilés,CD Leganés,Right Winger,Spain,24,2022-23,2023-24,300000.0,300000.0,0.0,0.0,,
Javi Avilés,SD Amorebieta,Right Winger,Spain,26,2023-24,2023-24,300000.0,300000.0,0.0,0.0,,
Javi Díaz,CD Tenerife,Goalkeeper,Spain,25,2022-23,2024-25,500000.0,150000.0,-350000.0,-70.0,,
Javi Hernández,CD Leganés,Left-Back,Spain,25,2023-24,2025-26,2500000.0,2000000.0,-500000.0,-20.0,,
Javi Hernández,SD Huesca,Attacking Midfield,Spain,20,2024-25,2025-26,500000.0,500000.0,0.0,0.0,,
Javi Llabrés,CD Mirandés,Left Winger,Spain,20,2022-23,2023-24,300000.0,300000.0,0.0,0.0,,
Javi López,Burgos CF,Left Winger,Spain,22,2023-24,2024-25,50000.0,200000.0,150000.0,300.0,,
Javi Martínez,Albacete Balompié,Attacking Midfield,Spain,22,2022-23,2022-23,2500000.0,1000000.0,-1500000.0,-60.0,,
Javi Martínez,SD Huesca,Attacking Midfield,Spain,23,2022-23,2024-25,1000000.0,1200000.0,200000.0,20.0,,
Javi Martón,Albacete Balompié,Centre-Forward,Spain,25,2024-25,2025-26,500000.0,500000.0,0.0,0.0,,
Javi Martón,CD Mirandés,Centre-Forward,Spain,24,2023-24,2024-25,300000.0,500000.0,200000.0,66.67,,
Javi Mier,Real Oviedo,Central Midfield,Spain,22,2021-22,2023-24,600000.0,600000.0,0.0,0.0,,
Javi Montero,Racing Santander,Centre-Back,Spain,25,2024-25,2025-26,1500000.0,1800000.0,300000.0,20.0,,
Javi Muñoz,SD Eibar,Central Midfield,Spain,26,2021-22,2023-24,700000.0,1000000.0,300000.0,42.86,,
Javi Pérez,Burgos CF,Central Midfield,Spain,27,2022-23,2023-24,400000.0,300000.0,-100000.0,-25.0,,
Javi Pérez,SD Huesca,Central Midfield,Spain,28,2024-25,2025-26,300000.0,500000.0,200000.0,66.67,,
Javi Ros,Real Zaragoza,Central Midfield,Spain,32,2022-23,2022-23,200000.0,200000.0,0.0,0.0,,
Javi Rueda,Albacete Balompié,Right-Back,Spain,22,2024-25,2025-26,250000.0,800000.0,550000.0,220.0,,
Javi Serrano,CD Mirandés,Central Midfield,Spain,19,2022-23,2022-23,,700000.0,,,,
Javi Vázquez,UD Ibiza,Left-Back,Spain,21,2022-23,2021-22,100000.0,100000.0,0.0,0.0,,
Javier Belman,CD Leganés,Goalkeeper,Spain,24,2022-23,2023-24,400000.0,300000.0,-100000.0,-25.0,,
Javier Vicario,FC Andorra,Centre-Back,Spain,23,2025-26,2025-26,50000.0,50000.0,0.0,0.0,,
Jean Jules,Albacete Balompié,Central Midfield,Cameroon,24,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Jeremy Arévalo,Racing Santander,Centre-Forward,Ecuador,18,2023-24,2025-26,150000.0,7000000.0,6850000.0,4566.67,,7500000.0
Jero Lario,UD Almería,Goalkeeper,Spain,26,2021-22,2021-22,100000.0,100000.0,0.0,0.0,,
Jesé,UD Las Palmas,Left Winger,Spain,32,2025-26,2022-23,450000.0,3000000.0,2550000.0,566.67,,
Jesús Areso,Burgos CF,Right-Back,Spain,23,2022-23,2023-24,800000.0,1200000.0,400000.0,50.0,,
