temporada,club,jugador,movimiento,club_origen,club_destino,pais_club,fecha,importe_original,importe_numerico,tipo_operacion,valor_mercado,posicion,edad,nacionalidad
2021-22,UD Almería,Juan Ibiza,baja,UD Almería,UD Ibiza,Spain,-,-,,desconocido,€500k,Centre-Back,26,Spain
2021-22,UD Almería,Manu Morlanes,baja,UD Almería,Villarreal CF,Spain,-,€4.00m,4000000.0,traspaso,€5.00m,Central Midfield,22,Spain
2021-22,UD Almería,Mathieu Peybernes,baja,UD Almería,Málaga CF,Spain,-,free transfer,0.0,libre,€400k,Centre-Back,30,France
2021-22,UD Almería,Nikola Maras,baja,UD Almería,Rayo Vallecano,Spain,-,loan transfer,0.0,cesión,€1.50m,Centre-Back,25,Serbia
2021-22,UD Almería,Radosav Petrovic,baja,UD Almería,Real Zaragoza,Spain,-,free transfer,0.0,libre,€400k,Centre-Back,32,Serbia
2021-22,UD Almería,Samú Costa,baja,UD Almería,SC Braga,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€5.00m,Defensive Midfield,20,Portugal
2021-22,UD Almería,Sergio Aguza,baja,UD Almería,Without Club,-,-,-,,desconocido,€500k,Central Midfield,28,Spain
2021-22,UD Almería,Sergio Akieme,baja,UD Almería,FC Barcelona B,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€5.00m,Left-Back,23,Spain
2021-22,UD Almería,Valentín Vada,baja,UD Almería,Real Zaragoza,Spain,-,free transfer,0.0,libre,€1.00m,Central Midfield,25,Argentina
2021-22,UD Almería,Yanis Rahmani,baja,UD Almería,SD Eibar,Spain,-,€1.50m,1500000.0,traspaso,€1.00m,Left Winger,26,France
2021-22,UD Ibiza,Alejandro Gálvez,alta,-,UD Ibiza,Qatar,-,free transfer,0.0,libre,€1.30m,Centre-Back,32,Spain
2021-22,UD Ibiza,Cristian Herrera,alta,CD Lugo,UD Ibiza,Spain,-,free transfer,0.0,libre,€500k,Centre-Forward,30,Spain
2021-22,UD Ibiza,Gonzalo Escobar,alta,CA Colón,UD Ibiza,Argentina,-,free transfer,0.0,libre,€2.50m,Left-Back,24,Argentina
2021-22,UD Ibiza,Héctor Martínez,alta,Haro Deportivo,UD Ibiza,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Left-Back,21,Spain
2021-22,UD Ibiza,Juan Ibiza,alta,UD Almería,UD Ibiza,Spain,-,-,,desconocido,€500k,Centre-Back,26,Spain
2021-22,UD Ibiza,Kévin Appin,alta,Hércules CF,UD Ibiza,Spain,-,free transfer,0.0,libre,€250k,Central Midfield,23,Martinique
2021-22,UD Ibiza,Mateusz Bogusz,alta,Leeds United,UD Ibiza,England,-,loan transfer,0.0,cesión,€1.00m,Attacking Midfield,19,Poland
2021-22,UD Ibiza,Miguel Cifuentes,alta,Elche CF,UD Ibiza,Spain,-,free transfer,0.0,libre,€600k,Central Midfield,30,Spain
2021-22,UD Ibiza,Miguel Ángel Guerrero,alta,Rayo Vallecano,UD Ibiza,Spain,-,free transfer,0.0,libre,€800k,Centre-Forward,31,Spain
2021-22,UD Ibiza,Miki Villar,alta,SD Compostela,UD Ibiza,Spain,-,free transfer,0.0,libre,€150k,Right Winger,24,Spain
2021-22,UD Ibiza,Nono,alta,CD Tenerife,UD Ibiza,Spain,-,free transfer,0.0,libre,€300k,Defensive Midfield,30,Spain
2021-22,UD Ibiza,Pape Diop,alta,SD Eibar,UD Ibiza,Spain,-,free transfer,0.0,libre,€800k,Defensive Midfield,35,Senegal
2021-22,UD Ibiza,Raúl Sánchez,alta,CF Rayo Majadahonda,UD Ibiza,Spain,-,€50k,50000.0,traspaso,€400k,Left Winger,24,Spain
2021-22,UD Ibiza,Sergio Castel,alta,-,UD Ibiza,Spain,-,free transfer,0.0,libre,€600k,Centre-Forward,26,Spain
2021-22,UD Ibiza,Álex Domínguez,alta,UD Las Palmas,UD Ibiza,Spain,-,loan transfer,0.0,cesión,€400k,Goalkeeper,22,Spain
2021-22,UD Ibiza,Álvaro Jiménez,alta,Cádiz CF,UD Ibiza,Spain,-,loan transfer,0.0,cesión,€600k,Right Winger,26,Spain
2021-22,UD Ibiza,David Batanero,baja,UD Ibiza,CE Manresa,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,32,Spain
2021-22,UD Ibiza,Héctor Martínez,baja,UD Ibiza,Atlético Sanluqueño CF,Spain,-,free transfer,0.0,libre,€100k,Left-Back,21,Spain
2021-22,UD Ibiza,Ilyas Chaira,baja,UD Ibiza,Girona FC B,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€50k,Left Winger,20,Morocco
2021-22,UD Ibiza,Javi Vázquez,baja,UD Ibiza,Racing Santander,Spain,-,loan transfer,0.0,cesión,€100k,Left-Back,21,Spain
2021-22,UD Ibiza,Joshua Pérez,baja,UD Ibiza,Miami FC,United States,-,free transfer,0.0,libre,€200k,Attacking Midfield,23,El Salvador
2021-22,UD Ibiza,José Antonio Pardo,baja,UD Ibiza,CD Badajoz,Spain,-,free transfer,0.0,libre,€200k,Centre-Back,33,Spain
2021-22,UD Ibiza,Kellyan García,baja,UD Ibiza,Málaga CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€150k,Goalkeeper,22,Spain
2021-22,UD Ibiza,Kike López,baja,UD Ibiza,UD Melilla,Spain,-,free transfer,0.0,libre,€200k,Right-Back,33,Spain
2021-22,UD Ibiza,Kwasi Sibo,baja,UD Ibiza,Watford FC,England,30/06/2021,End of loan,0.0,retorno de cesión,€200k,Central Midfield,23,Ghana
2021-22,UD Ibiza,Sergio Castel,baja,UD Ibiza,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Centre-Forward,26,Spain
2021-22,UD Ibiza,Sergio Cirio,baja,UD Ibiza,Retired,-,-,-,,desconocido,€100k,Second Striker,36,Spain
2021-22,UD Ibiza,Ángel Rodado,baja,UD Ibiza,FC Barcelona B,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Forward,24,Spain
2021-22,UD Las Palmas,Adalberto Peñaranda,alta,Watford FC,UD Las Palmas,England,-,loan transfer,0.0,cesión,€400k,Left Winger,24,Venezuela
2021-22,UD Las Palmas,Alberto Moleiro,alta,UD Las Palmas U19,UD Las Palmas,Spain,-,-,,desconocido,€100k,Left Winger,17,Spain
2021-22,UD Las Palmas,Alberto de la Bella,alta,FC Cartagena,UD Las Palmas,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Left-Back,35,Spain
2021-22,UD Las Palmas,Ale García,alta,UD Las Palmas U19,UD Las Palmas,Spain,-,-,,desconocido,-,Right Winger,18,Spain
2021-22,UD Las Palmas,Armando Sadiku,alta,Bolívar La Paz,UD Las Palmas,Bolivia,-,free transfer,0.0,libre,€350k,Centre-Forward,30,Albania
2021-22,UD Las Palmas,Clau Mendes,alta,Las Palmas Atlético,UD Las Palmas,Spain,-,-,,desconocido,€450k,Centre-Forward,20,Guinea-Bissau
2021-22,UD Las Palmas,Erick Ferigra,alta,Torino FC,UD Las Palmas,Italy,-,free transfer,0.0,libre,€400k,Centre-Back,22,Ecuador
2021-22,UD Las Palmas,Hernâni,alta,Without Club,UD Las Palmas,-,-,-,,desconocido,€1.00m,Left Winger,30,Portugal
2021-22,UD Las Palmas,Jonathan Viera,alta,Beijing Guoan,UD Las Palmas,China,-,free transfer,0.0,libre,€2.20m,Attacking Midfield,31,Spain
2021-22,UD Las Palmas,Nuke Mfulu,alta,Elche CF,UD Las Palmas,Spain,-,free transfer,0.0,libre,€800k,Central Midfield,27,DR Congo
2021-22,UD Las Palmas,Rafa Mujica,alta,Leeds United U23,UD Las Palmas,England,-,free transfer,0.0,libre,€300k,Centre-Forward,22,Spain
2021-22,UD Las Palmas,Raúl Navas,alta,FC Cartagena,UD Las Palmas,Spain,-,€15k,15000.0,traspaso,€300k,Centre-Back,33,Spain
2021-22,UD Las Palmas,Rober González,alta,Real Betis Balompié,UD Las Palmas,Spain,-,loan transfer,0.0,cesión,€2.00m,Right Winger,21,Spain
2021-22,UD Las Palmas,Saúl Coco,alta,Las Palmas Atlético,UD Las Palmas,Spain,-,-,,desconocido,€100k,Centre-Back,22,Equatorial Guinea
2021-22,UD Las Palmas,Sergi Cardona,alta,Las Palmas Atlético,UD Las Palmas,Spain,-,-,,desconocido,€100k,Left-Back,21,Spain
2021-22,UD Las Palmas,Unai Veiga,alta,Real Sociedad B,UD Las Palmas,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,22,Spain
2021-22,UD Las Palmas,Óscar Pinchi,alta,Extremadura UD,UD Las Palmas,Spain,-,free transfer,0.0,libre,€300k,Left Winger,25,Spain
2021-22,UD Las Palmas,Alberto de la Bella,baja,UD Las Palmas,FC Cartagena,Spain,-,free transfer,0.0,libre,€100k,Left-Back,35,Spain
2021-22,UD Las Palmas,Ale García,baja,UD Las Palmas,Las Palmas Atlético,Spain,-,-,,desconocido,€300k,Right Winger,18,Spain
2021-22,UD Las Palmas,Aridai Cabrera,baja,UD Las Palmas,Odisha FC,India,-,free transfer,0.0,libre,€200k,Right Winger,32,Spain
2021-22,UD Las Palmas,Aythami Artiles,baja,UD Las Palmas,Gimnàstic de Tarragona,Spain,-,free transfer,0.0,libre,€100k,Centre-Back,35,Spain
2021-22,UD Las Palmas,Christian Rivera,baja,UD Las Palmas,Sporting Gijón,Spain,-,free transfer,0.0,libre,€700k,Central Midfield,24,Spain
2021-22,UD Las Palmas,Clau Mendes,baja,UD Las Palmas,CF Rayo Majadahonda,Spain,-,loan transfer,0.0,cesión,€450k,Centre-Forward,21,Guinea-Bissau
2021-22,UD Las Palmas,Cristian Cedrés,baja,UD Las Palmas,Without Club,-,-,-,,desconocido,€300k,Right Winger,25,Spain
2021-22,UD Las Palmas,Dani Castellano,baja,UD Las Palmas,-,Greece,-,free transfer,0.0,libre,€200k,Left-Back,33,Spain
2021-22,UD Las Palmas,Edu Espiau,baja,UD Las Palmas,SD Ponferradina,Spain,-,free transfer,0.0,libre,€300k,Centre-Forward,26,Spain
2021-22,UD Las Palmas,Ismael Athuman,baja,UD Las Palmas,Real Murcia CF,Spain,-,free transfer,0.0,libre,€100k,Centre-Back,26,Kenya
2021-22,UD Las Palmas,Javi Castellano,baja,UD Las Palmas,UD Logroñés,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,33,Spain
2021-22,UD Las Palmas,Jonathan Vieira,baja,UD Las Palmas,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Left-Back,23,Brazil
2021-22,UD Las Palmas,Rafa Mujica,baja,UD Las Palmas,Leeds United U23,England,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,22,Spain
2021-22,UD Las Palmas,Rober González,baja,UD Las Palmas,Real Betis Balompié,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.50m,Right Winger,20,Spain
2021-22,UD Las Palmas,Sergio Araujo,baja,UD Las Palmas,-,Greece,-,€1.46m,1460000.0,traspaso,€1.00m,Centre-Forward,29,Argentina
2021-22,UD Las Palmas,Sergio Ruiz,baja,UD Las Palmas,Charlotte FC,United States,31/12/2021,End of loan,0.0,retorno de cesión,€1.00m,Central Midfield,27,Spain
2021-22,UD Las Palmas,Tomás Cardona,baja,UD Las Palmas,-,Argentina,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Centre-Back,25,Argentina
2021-22,UD Las Palmas,Álex Domínguez,baja,UD Las Palmas,UD Ibiza,Spain,-,loan transfer,0.0,cesión,€400k,Goalkeeper,22,Spain
2022-23,Albacete Balompié,Andreu Arasa,alta,Atlético Levante UD,Albacete Balompié,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€50k,Centre-Forward,23,Spain
2022-23,Albacete Balompié,Antonio Glauder,alta,SD Eibar,Albacete Balompié,Spain,-,free transfer,0.0,libre,€600k,Centre-Back,26,Philippines
2022-23,Albacete Balompié,Carlos Isaac,alta,FC Vizela,Albacete Balompié,Portugal,-,-,,desconocido,€300k,Right-Back,24,Spain
2022-23,Albacete Balompié,Dani Escriche,alta,SD Huesca,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€1.50m,Centre-Forward,24,Spain
2022-23,Albacete Balompié,Diego Altube,alta,Real Madrid Castilla,Albacete Balompié,Spain,-,free transfer,0.0,libre,€800k,Goalkeeper,22,Spain
2022-23,Albacete Balompié,Higinio Marín,alta,Ludogorets Razgrad,Albacete Balompié,Bulgaria,-,free transfer,0.0,libre,€700k,Centre-Forward,28,Spain
2022-23,Albacete Balompié,Javi Martínez,alta,CA Osasuna,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€2.50m,Attacking Midfield,22,Spain
2022-23,Albacete Balompié,Jean Jules,alta,Górnik Zabrze,Albacete Balompié,Poland,30/06/2022,End of loan,0.0,retorno de cesión,€300k,Central Midfield,24,Cameroon
2022-23,Albacete Balompié,Jonathan Dubasin,alta,Girona FC,Albacete Balompié,Spain,-,€750k,750000.0,traspaso,€500k,Right Winger,22,Spain
2022-23,Albacete Balompié,Jovanny Bolívar,alta,Deportivo La Guaira,Albacete Balompié,Venezuela,-,-,,desconocido,€700k,Centre-Forward,21,Venezuela
2022-23,Albacete Balompié,Juan Antonio Ros,alta,CD Lugo,Albacete Balompié,Spain,-,free transfer,0.0,libre,€300k,Centre-Back,26,Spain
2022-23,Albacete Balompié,Juan María Alcedo,alta,Sevilla Atlético,Albacete Balompié,Spain,-,free transfer,0.0,libre,€200k,Left-Back,21,Spain
2022-23,Albacete Balompié,Juanma García,alta,Burgos CF,Albacete Balompié,Spain,-,free transfer,0.0,libre,€600k,Right Winger,29,Spain
2022-23,Albacete Balompié,Lander Olaetxea,alta,SD Amorebieta,Albacete Balompié,Spain,-,free transfer,0.0,libre,€500k,Central Midfield,29,Spain
2022-23,Albacete Balompié,Maikel Mesa,alta,UD Las Palmas,Albacete Balompié,Spain,-,free transfer,0.0,libre,€300k,Attacking Midfield,31,Spain
2022-23,Albacete Balompié,Rodri Alonso,alta,Villarreal CF B,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€100k,Central Midfield,20,Spain
2022-23,Albacete Balompié,Tomás Reymão,alta,Boavista FC,Albacete Balompié,Portugal,-,free transfer,0.0,libre,€300k,Defensive Midfield,24,Portugal
2022-23,Albacete Balompié,Álvaro Rodríguez,alta,Burgos CF,Albacete Balompié,Spain,-,free transfer,0.0,libre,€600k,Right-Back,27,Spain
2022-23,Albacete Balompié,Alberto Jiménez,baja,Albacete Balompié,CD Tenerife,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€200k,Centre-Back,29,Spain
2022-23,Albacete Balompié,Andreu Arasa,baja,Albacete Balompié,CD Ebro,Spain,-,free transfer,0.0,libre,€50k,Centre-Forward,23,Spain
2022-23,Albacete Balompié,Andy Kawaya,baja,Albacete Balompié,Cultural Leonesa,Spain,-,free transfer,0.0,libre,€200k,Left Winger,26,Belgium
2022-23,Albacete Balompié,Dani González,baja,Albacete Balompié,-,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Forward,20,Spain
2022-23,Albacete Balompié,Dragan Rosic,baja,Albacete Balompié,UD Almería,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€300k,Goalkeeper,25,Serbia
2022-23,Albacete Balompié,Emerson Espinoza,baja,Albacete Balompié,CA Boston River,Uruguay,30/06/2022,End of loan,0.0,retorno de cesión,€250k,Central Midfield,21,Ecuador
2022-23,Albacete Balompié,Emiliano Gómez,baja,Albacete Balompié,CA Boston River,Uruguay,30/06/2022,End of loan,0.0,retorno de cesión,€200k,Second Striker,20,Uruguay
2022-23,Albacete Balompié,Emmanuel Attipoe,baja,Albacete Balompié,UD Logroñés,Spain,-,loan transfer,0.0,cesión,€100k,Right-Back,22,Ghana
2022-23,Albacete Balompié,Javi Jiménez,baja,Albacete Balompié,AD Alcorcón,Spain,-,free transfer,0.0,libre,€200k,Centre-Back,25,Spain
2022-23,Albacete Balompié,Javi Martínez,baja,Albacete Balompié,CA Osasuna,Spain,30/01/2023,End of loan,0.0,retorno de cesión,€1.00m,Attacking Midfield,23,Spain
2022-23,Albacete Balompié,Jean Jules,baja,Albacete Balompié,Górnik Zabrze,Poland,-,free transfer,0.0,libre,€300k,Central Midfield,24,Cameroon
2022-23,Albacete Balompié,Jeisson Martínez,baja,Albacete Balompié,CF Rayo Majadahonda,Spain,-,free transfer,0.0,libre,€200k,Centre-Forward,27,Peru
2022-23,Albacete Balompié,Jordi Sánchez,baja,Albacete Balompié,Widzew Lodz,Poland,-,free transfer,0.0,libre,€400k,Centre-Forward,27,Spain
2022-23,Albacete Balompié,Kike Márquez,baja,Albacete Balompié,Córdoba CF,Spain,-,free transfer,0.0,libre,€500k,Second Striker,32,Spain
2022-23,Albacete Balompié,Marc Llinares,baja,Albacete Balompié,CA Osasuna Promesas,Spain,-,loan transfer,0.0,cesión,€100k,Left Midfield,22,Spain
2022-23,Albacete Balompié,Pau Resta,baja,Albacete Balompié,CE Sabadell FC,Spain,-,free transfer,0.0,libre,€50k,Centre-Back,21,Spain
2022-23,Albacete Balompié,Rafa Gálvez,baja,Albacete Balompié,CF Intercity,Spain,-,free transfer,0.0,libre,€300k,Centre-Back,29,Spain
2022-23,Albacete Balompié,Rubén Martínez,baja,Albacete Balompié,PAS Lamia 1964,Greece,-,free transfer,0.0,libre,€300k,Right Winger,33,Spain
2022-23,Albacete Balompié,Sergi García,baja,Albacete Balompié,CE Sabadell FC,Spain,-,loan transfer,0.0,cesión,€200k,Attacking Midfield,23,Spain
2022-23,Albacete Balompié,Tomás Reymão,baja,Albacete Balompié,Without Club,-,-,-,,desconocido,€200k,Defensive Midfield,24,Portugal
2022-23,Albacete Balompié,Yaimil Medina,baja,Albacete Balompié,Mineros de Guayana,Venezuela,-,free transfer,0.0,libre,€100k,Right Winger,22,Venezuela
2022-23,Albacete Balompié,Èric Montes,baja,Albacete Balompié,Gimnàstic de Tarragona,Spain,-,loan transfer,0.0,cesión,€200k,Central Midfield,24,Spain
2022-23,Burgos CF,Borja González,alta,CF Rayo Majadahonda,Burgos CF,Spain,-,free transfer,0.0,libre,€500k,Right-Back,26,Spain
2022-23,Burgos CF,Curro Sánchez,alta,UD Almería,Burgos CF,Spain,-,free transfer,0.0,libre,€800k,Right Winger,26,Spain
2022-23,Burgos CF,Dani Barrio,alta,Málaga CF,Burgos CF,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,35,Spain
2022-23,Burgos CF,David Goldar,alta,UD Ibiza,Burgos CF,Spain,-,free transfer,0.0,libre,€800k,Centre-Back,28,Spain
2022-23,Burgos CF,Gaspar Campos,alta,Sporting Gijón,Burgos CF,Spain,-,loan transfer,0.0,cesión,€1.50m,Left Winger,22,Spain
2022-23,Burgos CF,Javi Pérez,alta,UD Ibiza,Burgos CF,Spain,-,free transfer,0.0,libre,€400k,Central Midfield,27,Spain
2022-23,Burgos CF,Jesús Areso,alta,CA Osasuna,Burgos CF,Spain,-,loan transfer,0.0,cesión,€800k,Right-Back,23,Spain
2022-23,Burgos CF,José Antonio Caro,alta,Real Valladolid CF,Burgos CF,Spain,-,free transfer,0.0,libre,€300k,Goalkeeper,28,Spain
2022-23,Burgos CF,Juan Artola,alta,Athletic Bilbao,Burgos CF,Spain,-,loan transfer,0.0,cesión,€700k,Second Striker,22,Spain
2022-23,Burgos CF,Juan Hernández,alta,SD Ponferradina,Burgos CF,Spain,-,free transfer,0.0,libre,€400k,Left Winger,27,Spain
2022-23,Burgos CF,Miguel Atienza,alta,SD Eibar,Burgos CF,Spain,-,-,,desconocido,€600k,Central Midfield,23,Spain
2022-23,Burgos CF,Mourad El Ghezouani,alta,Elche CF,Burgos CF,Spain,-,loan transfer,0.0,cesión,€600k,Centre-Forward,24,Morocco
2022-23,Burgos CF,Sergio Castel,alta,UD Ibiza,Burgos CF,Spain,-,free transfer,0.0,libre,€700k,Centre-Forward,27,Spain
2022-23,Burgos CF,Álex Bermejo,alta,CD Tenerife,Burgos CF,Spain,-,free transfer,0.0,libre,€600k,Left Winger,23,Spain
2022-23,Burgos CF,Alfonso Herrero,baja,Burgos CF,CD Mirandés,Spain,-,free transfer,0.0,libre,€500k,Goalkeeper,28,Spain
2022-23,Burgos CF,Claudio Medina,baja,Burgos CF,Cultural Leonesa,Spain,-,free transfer,0.0,libre,€300k,Centre-Forward,28,Spain
2022-23,Burgos CF,Eneko Undabarrena,baja,Burgos CF,CF Intercity,Spain,-,free transfer,0.0,libre,€300k,Central Midfield,29,Spain
2022-23,Burgos CF,Ernesto Gómez,baja,Burgos CF,AD Alcorcón,Spain,-,free transfer,0.0,libre,€300k,Right Winger,28,Spain
2022-23,Burgos CF,Filip Malbasic,baja,Burgos CF,FK Vojvodina Novi Sad,Serbia,-,free transfer,0.0,libre,€400k,Right Winger,29,Serbia
2022-23,Burgos CF,Guillermo Fernández,baja,Burgos CF,Gimnàstic de Tarragona,Spain,-,free transfer,0.0,libre,€600k,Centre-Forward,29,Spain
2022-23,Burgos CF,José Antonio Caro,baja,Burgos CF,Real Valladolid CF,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€300k,Goalkeeper,28,Spain
2022-23,Burgos CF,Juanma García,baja,Burgos CF,Albacete Balompié,Spain,-,free transfer,0.0,libre,€600k,Right Winger,29,Spain
2022-23,Burgos CF,Miguel Rubio,baja,Burgos CF,Getafe CF,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€300k,Centre-Back,24,Spain
2022-23,Burgos CF,Roberto Alarcón,baja,Burgos CF,Cultural Leonesa,Spain,-,free transfer,0.0,libre,€200k,Left Winger,28,Spain
2022-23,Burgos CF,Saúl Berjón,baja,Burgos CF,Retired,-,-,-,,desconocido,€100k,Left Winger,36,Spain
2022-23,Burgos CF,Álex Alegría,baja,Burgos CF,RCD Mallorca,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€200k,Centre-Forward,29,Spain
2022-23,Burgos CF,Álvaro Rodríguez,baja,Burgos CF,Albacete Balompié,Spain,-,free transfer,0.0,libre,€600k,Right-Back,27,Spain
2022-23,CD Leganés,Dani Raba,alta,Granada CF,CD Leganés,Spain,-,free transfer,0.0,libre,€900k,Second Striker,26,Spain
2022-23,CD Leganés,Diego García,alta,CD Leganés B,CD Leganés,Spain,-,-,,desconocido,€150k,Centre-Forward,22,Spain
2022-23,CD Leganés,Enric Franquesa,alta,Levante UD,CD Leganés,Spain,-,loan transfer,0.0,cesión,€800k,Left-Back,25,Spain
2022-23,CD Leganés,Facundo García,alta,CE Sabadell FC,CD Leganés,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€300k,Defensive Midfield,22,Argentina
2022-23,CD Leganés,Félix Ofoli,alta,CD Leganés B,CD Leganés,Spain,-,-,,desconocido,€500k,Centre-Back,22,Ghana
2022-23,CD Leganés,Iker Undabarrena,alta,CD Tondela,CD Leganés,Portugal,-,free transfer,0.0,libre,€500k,Central Midfield,27,Spain
2022-23,CD Leganés,Javi Avilés,alta,CD Tondela,CD Leganés,Portugal,30/06/2022,End of loan,0.0,retorno de cesión,€300k,Right Winger,24,Spain
2022-23,CD Leganés,Javier Belman,alta,Without Club,CD Leganés,-,-,-,,desconocido,€400k,Goalkeeper,24,Spain
2022-23,CD Leganés,Jon Karrikaburu,alta,Real Sociedad,CD Leganés,Spain,-,loan transfer,0.0,cesión,€5.00m,Centre-Forward,20,Spain
2022-23,CD Leganés,Jorge Miramón,alta,Levante UD,CD Leganés,Spain,-,free transfer,0.0,libre,€1.80m,Right Midfield,33,Spain
2022-23,CD Leganés,Jorge Sáenz,alta,Valencia CF,CD Leganés,Spain,-,loan transfer,0.0,cesión,€700k,Centre-Back,25,Spain
2022-23,CD Leganés,Josema,alta,Elche CF,CD Leganés,Spain,-,free transfer,0.0,libre,€800k,Centre-Back,26,Spain
2022-23,CD Leganés,Josua Mejías,alta,Beitar Jerusalem,CD Leganés,Israel,30/06/2022,End of loan,0.0,retorno de cesión,€350k,Centre-Back,24,Venezuela
2022-23,CD Leganés,Juanjo Narváez,alta,Real Valladolid CF,CD Leganés,Spain,-,loan transfer,0.0,cesión,€1.20m,Centre-Forward,27,Colombia
2022-23,CD Leganés,Manu Garrido,alta,UCAM Murcia CF,CD Leganés,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€200k,Centre-Forward,21,Spain
2022-23,CD Leganés,Piotr Parzyszek,alta,Frosinone Calcio,CD Leganés,Italy,-,free transfer,0.0,libre,€400k,Centre-Forward,28,Poland
2022-23,CD Leganés,Riza Durmisi,alta,SS Lazio,CD Leganés,Italy,-,loan transfer,0.0,cesión,€500k,Left-Back,28,Denmark
2022-23,CD Leganés,Seydouba Cissé,alta,CD Leganés B,CD Leganés,Spain,-,-,,desconocido,€500k,Central Midfield,21,Guinea
2022-23,CD Leganés,Vasyl Kravets,alta,Sporting Gijón,CD Leganés,Spain,30/06/2022,End of loan,0.0,retorno de cesión,€1.00m,Left-Back,24,Ukraine
