temporada,club,jugador,movimiento,club_origen,club_destino,pais_club,fecha,importe_original,importe_numerico,tipo_operacion,valor_mercado,posicion,edad,nacionalidad
2023-24,Villarreal CF B,Liberman Torres,alta,Recreativo Huelva,Villarreal CF B,Spain,01/02/2024,End of loan,0.0,retorno de cesión,€100k,Defensive Midfield,21,Ecuador
2023-24,Villarreal CF B,Luis Quintero,alta,Villarreal CF U19,Villarreal CF B,Spain,-,-,,desconocido,-,Right Winger,18,Colombia
2023-24,Villarreal CF B,Marcos Sánchez,alta,FC Villarreal C,Villarreal CF B,Spain,-,-,,desconocido,-,Right-Back,19,Spain
2023-24,Villarreal CF B,Miguel Ángel Morro,alta,Rayo Vallecano,Villarreal CF B,Spain,-,loan transfer,0.0,cesión,€600k,Goalkeeper,22,Spain
2023-24,Villarreal CF B,Pau Navarro,alta,FC Villarreal C,Villarreal CF B,Spain,-,-,,desconocido,-,Centre-Back,18,Spain
2023-24,Villarreal CF B,Rodri Alonso,alta,Albacete Balompié,Villarreal CF B,Spain,30/06/2023,End of loan,0.0,retorno de cesión,€100k,Central Midfield,20,Spain
2023-24,Villarreal CF B,Rubén Gómez,alta,FC Villarreal C,Villarreal CF B,Spain,-,-,,desconocido,-,Goalkeeper,21,Spain
2023-24,Villarreal CF B,Stefan Lekovic,alta,Red Star Belgrade,Villarreal CF B,Serbia,-,Loan fee: €300k,300000.0,cesión,€1.00m,Centre-Back,19,Serbia
2023-24,Villarreal CF B,Víctor Moreno,alta,Villarreal CF U19,Villarreal CF B,Spain,-,-,,desconocido,-,Right Winger,17,Spain
2023-24,Villarreal CF B,Adrián Dela,baja,Villarreal CF B,Levante UD,Spain,-,free transfer,0.0,libre,€800k,Centre-Back,24,Spain
2023-24,Villarreal CF B,Antonio Jesús,baja,Villarreal CF B,UD Almería B,Spain,-,free transfer,0.0,libre,-,Central Midfield,22,Spain
2023-24,Villarreal CF B,Antonio Pacheco,baja,Villarreal CF B,Albacete Balompié,Spain,-,free transfer,0.0,libre,€400k,Central Midfield,21,Spain
2023-24,Villarreal CF B,Fabio Blanco,baja,Villarreal CF B,Cultural Leonesa,Spain,-,loan transfer,0.0,cesión,€400k,Left Winger,19,Spain
2023-24,Villarreal CF B,Fer Niño,baja,Villarreal CF B,Burgos CF,Spain,-,free transfer,0.0,libre,€3.00m,Centre-Forward,22,Spain
2023-24,Villarreal CF B,Gianni Cassaro,baja,Villarreal CF B,Real Murcia CF,Spain,-,free transfer,0.0,libre,€100k,Goalkeeper,31,Spain
2023-24,Villarreal CF B,Haissem Hassan,baja,Villarreal CF B,Villarreal CF,Spain,-,-,,desconocido,€1.50m,Right Winger,21,Egypt
2023-24,Villarreal CF B,Iker Goujón,baja,Villarreal CF B,FC Barcelona Atlètic,Spain,-,free transfer,0.0,libre,€100k,Right Winger,23,Spain
2023-24,Villarreal CF B,Iván Pomba,baja,Villarreal CF B,-,Italy,-,free transfer,0.0,libre,€10k,Right Winger,20,Argentina
2023-24,Villarreal CF B,Jonny Arriba,baja,Villarreal CF B,SC União Torreense,Portugal,-,-,,desconocido,€400k,Right Winger,21,Spain
2023-24,Villarreal CF B,Juan Pérez,baja,Villarreal CF B,ADI Unión Rosario,Argentina,-,-,,desconocido,-,Central Midfield,21,Argentina
2023-24,Villarreal CF B,Liberman Torres,baja,Villarreal CF B,Atlético Ottawa,Canada,-,loan transfer,0.0,cesión,€100k,Defensive Midfield,21,Ecuador
2023-24,Villarreal CF B,Luis Quintero,baja,Villarreal CF B,SD Amorebieta,Spain,-,loan transfer,0.0,cesión,-,Right Winger,18,Colombia
2023-24,Villarreal CF B,Mamadou Mbacke,baja,Villarreal CF B,Los Angeles FC,United States,30/06/2023,End of loan,0.0,retorno de cesión,€2.80m,Centre-Back,20,Senegal
2023-24,Villarreal CF B,Miguel Leal,baja,Villarreal CF B,FC Andorra,Spain,-,free transfer,0.0,libre,€600k,Right-Back,26,Spain
2023-24,Villarreal CF B,Nikita Iosifov,baja,Villarreal CF B,CD Mirandés,Spain,-,free transfer,0.0,libre,€800k,Left Winger,22,Russia
2023-24,Villarreal CF B,Sergio Carreira,baja,Villarreal CF B,Celta de Vigo,Spain,30/06/2023,End of loan,0.0,retorno de cesión,€1.50m,Right-Back,22,Spain
2023-24,Villarreal CF B,Sergio Lozano,baja,Villarreal CF B,Levante UD,Spain,-,free transfer,0.0,libre,€1.20m,Defensive Midfield,24,Spain
2023-24,Villarreal CF B,Thiago Ojeda,baja,Villarreal CF B,CD Lugo,Spain,-,loan transfer,0.0,cesión,€100k,Central Midfield,20,Argentina
2023-24,Villarreal CF B,Álex Millán,baja,Villarreal CF B,Real Oviedo,Spain,-,free transfer,0.0,libre,€800k,Centre-Forward,23,Spain
2024-25,Albacete Balompié,Ale Meléndez,alta,AD Ceuta FC,Albacete Balompié,Spain,-,free transfer,0.0,libre,€350k,Central Midfield,25,Spain
2024-25,Albacete Balompié,Christian Kofane,alta,Albacete Balompié U19,Albacete Balompié,Spain,-,-,,desconocido,-,Centre-Forward,18,Cameroon
2024-25,Albacete Balompié,Cristian Rivero,alta,Valencia CF,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€200k,Goalkeeper,26,Spain
2024-25,Albacete Balompié,Dani González,alta,RC Celta Fortuna,Albacete Balompié,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€200k,Centre-Forward,22,Spain
2024-25,Albacete Balompié,Diego González,alta,Elche CF,Albacete Balompié,Spain,-,free transfer,0.0,libre,€900k,Centre-Back,29,Spain
2024-25,Albacete Balompié,Jaume Costa,alta,RCD Mallorca,Albacete Balompié,Spain,-,free transfer,0.0,libre,€900k,Left-Back,36,Spain
2024-25,Albacete Balompié,Javi Martón,alta,Athletic Bilbao,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€500k,Centre-Forward,25,Spain
2024-25,Albacete Balompié,Javi Moreno,alta,CD Arenteiro,Albacete Balompié,Spain,-,€100k,100000.0,traspaso,€150k,Centre-Back,24,Spain
2024-25,Albacete Balompié,Javi Rueda,alta,Celta de Vigo,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€250k,Right-Back,22,Spain
2024-25,Albacete Balompié,Javi Villar,alta,Real Madrid Castilla,Albacete Balompié,Spain,-,free transfer,0.0,libre,€250k,Central Midfield,21,Spain
2024-25,Albacete Balompié,Jon García,alta,Racing Ferrol,Albacete Balompié,Spain,-,free transfer,0.0,libre,€200k,Centre-Back,33,Spain
2024-25,Albacete Balompié,Jon Morcillo,alta,Athletic Bilbao,Albacete Balompié,Spain,-,free transfer,0.0,libre,€1.00m,Left Winger,25,Spain
2024-25,Albacete Balompié,José Carlos Lazo,alta,RCD Espanyol Barcelona,Albacete Balompié,Spain,-,free transfer,0.0,libre,€1.50m,Left Winger,28,Spain
2024-25,Albacete Balompié,Jovanny Bolívar,alta,SD Huesca,Albacete Balompié,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,22,Venezuela
2024-25,Albacete Balompié,Juan María Alcedo,alta,CD Mirandés,Albacete Balompié,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€400k,Left-Back,23,Spain
2024-25,Albacete Balompié,Lalo Aguilar,alta,CD Leganés,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€100k,Centre-Back,22,Spain
2024-25,Albacete Balompié,Nabil Touaizi,alta,Atlético Madrileño,Albacete Balompié,Spain,-,free transfer,0.0,libre,€200k,Right Midfield,23,Morocco
2024-25,Albacete Balompié,Pablo Sáenz,alta,Granada CF,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€500k,Right Winger,23,Spain
2024-25,Albacete Balompié,Pepe Sánchez,alta,Without Club,Albacete Balompié,-,-,-,,desconocido,€200k,Centre-Back,24,Spain
2024-25,Albacete Balompié,Raúl Lizoain,alta,FC Andorra,Albacete Balompié,Spain,-,free transfer,0.0,libre,€300k,Goalkeeper,33,Spain
2024-25,Albacete Balompié,Samu Vázquez,alta,Hércules CF,Albacete Balompié,Spain,-,free transfer,0.0,libre,€250k,Right-Back,23,Spain
2024-25,Albacete Balompié,Alberto Quiles,baja,Albacete Balompié,Tianjin Jinmen Tiger,China,-,€1.00m,1000000.0,traspaso,€1.20m,Centre-Forward,29,Spain
2024-25,Albacete Balompié,Antonio Glauder,baja,Albacete Balompié,Cádiz CF,Spain,-,free transfer,0.0,libre,€900k,Centre-Back,28,Philippines
2024-25,Albacete Balompié,Bernabé Barragán,baja,Albacete Balompié,Athens Kallithea,Greece,-,free transfer,0.0,libre,€600k,Goalkeeper,31,Spain
2024-25,Albacete Balompié,Carlos Isaac,baja,Albacete Balompié,Córdoba CF,Spain,-,free transfer,0.0,libre,€500k,Right-Back,26,Spain
2024-25,Albacete Balompié,Dani Escriche,baja,Albacete Balompié,FC Cartagena,Spain,-,loan transfer,0.0,cesión,€1.20m,Centre-Forward,26,Spain
2024-25,Albacete Balompié,Dani González,baja,Albacete Balompié,CA Osasuna Promesas,Spain,-,free transfer,0.0,libre,€200k,Centre-Forward,22,Spain
2024-25,Albacete Balompié,Diego Altube,baja,Albacete Balompié,Zamora CF,Spain,-,free transfer,0.0,libre,€600k,Goalkeeper,24,Spain
2024-25,Albacete Balompié,Diego González,baja,Albacete Balompié,Retired,-,-,-,,desconocido,€800k,Centre-Back,29,Spain
2024-25,Albacete Balompié,Diegui,baja,Albacete Balompié,Retired,-,-,-,,desconocido,€200k,Right-Back,30,Iceland
2024-25,Albacete Balompié,Jonathan Silva,baja,Albacete Balompié,Getafe CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€700k,Left-Back,30,Argentina
2024-25,Albacete Balompié,Jovanny Bolívar,baja,Albacete Balompié,Kolos Kovalivka,Ukraine,-,loan transfer,0.0,cesión,€300k,Centre-Forward,22,Venezuela
2024-25,Albacete Balompié,Juan Antonio Ros,baja,Albacete Balompié,Tianjin Jinmen Tiger,China,-,free transfer,0.0,libre,€300k,Centre-Back,28,Spain
2024-25,Albacete Balompié,Julio Alonso,baja,Albacete Balompié,CD Mirandés,Spain,-,free transfer,0.0,libre,€600k,Left-Back,25,Spain
2024-25,Albacete Balompié,Kaiky,baja,Albacete Balompié,UD Almería,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€2.00m,Centre-Back,20,Brazil
2024-25,Albacete Balompié,Lander Olaetxea,baja,Albacete Balompié,Sporting Gijón,Spain,-,free transfer,0.0,libre,€600k,Central Midfield,31,Spain
2024-25,Albacete Balompié,Manu Fuster,baja,Albacete Balompié,UD Las Palmas,Spain,-,€1.50m,1500000.0,traspaso,€2.40m,Right Winger,26,Spain
2024-25,Albacete Balompié,Mohamed Djetei,baja,Albacete Balompié,Maccabi Netanya,Israel,-,free transfer,0.0,libre,€700k,Centre-Back,29,Cameroon
2024-25,Albacete Balompié,Pedro Benito,baja,Albacete Balompié,Real Murcia CF,Spain,-,free transfer,0.0,libre,€300k,Right Winger,24,Spain
2024-25,Albacete Balompié,Samu Vázquez,baja,Albacete Balompié,Hércules CF,Spain,-,free transfer,0.0,libre,€250k,Right-Back,23,Spain
2024-25,Albacete Balompié,Samuel Shashoua,baja,Albacete Balompié,Minnesota United FC,United States,-,free transfer,0.0,libre,€700k,Left Winger,25,England
2024-25,Albacete Balompié,Tomáš Vaclík,baja,Albacete Balompié,Without Club,-,-,-,,desconocido,€600k,Goalkeeper,35,Czech Republic
2024-25,Burgos CF,Ander Cantero,alta,Racing Ferrol,Burgos CF,Spain,-,free transfer,0.0,libre,€1.00m,Goalkeeper,29,Spain
2024-25,Burgos CF,Anderson Arroyo,alta,Liverpool FC U21,Burgos CF,England,-,free transfer,0.0,libre,€800k,Right-Back,24,Colombia
2024-25,Burgos CF,Borja Sánchez,alta,Real Oviedo,Burgos CF,Spain,-,loan transfer,0.0,cesión,€1.00m,Left Winger,28,Spain
2024-25,Burgos CF,David González,alta,Real Madrid Castilla,Burgos CF,Spain,-,free transfer,0.0,libre,€100k,Central Midfield,22,Spain
2024-25,Burgos CF,David López,alta,RCD Mallorca,Burgos CF,Spain,-,loan transfer,0.0,cesión,€100k,Centre-Back,21,Spain
2024-25,Burgos CF,Elady Zorrilla,alta,CF Intercity,Burgos CF,Spain,-,free transfer,0.0,libre,€200k,Left Winger,34,Spain
2024-25,Burgos CF,Fernando Mimbacas,alta,CA Juventud,Burgos CF,Uruguay,-,€300k,300000.0,traspaso,€500k,Centre-Forward,22,Uruguay
2024-25,Burgos CF,Florian Miguel,alta,Oud-Heverlee Leuven,Burgos CF,Belgium,-,free transfer,0.0,libre,€1.00m,Left-Back,27,France
2024-25,Burgos CF,Gabriel Barès,alta,Montpellier HSC,Burgos CF,France,-,free transfer,0.0,libre,€400k,Defensive Midfield,24,Switzerland
2024-25,Burgos CF,Ghislain Konan,alta,Without Club,Burgos CF,-,-,-,,desconocido,€5.00m,Left-Back,29,Cote d'Ivoire
2024-25,Burgos CF,Grego Sierra,alta,Universitatea Craiova,Burgos CF,Romania,-,free transfer,0.0,libre,€700k,Centre-Back,31,Spain
2024-25,Burgos CF,Ian Forns,alta,RCD Espanyol B,Burgos CF,Spain,-,loan transfer,0.0,cesión,€150k,Left-Back,20,Spain
2024-25,Burgos CF,Iván Morante,alta,UD Ibiza,Burgos CF,Spain,-,free transfer,0.0,libre,€700k,Central Midfield,23,Spain
2024-25,Burgos CF,Iñigo Córdoba,alta,Fortuna Sittard,Burgos CF,Netherlands,-,free transfer,0.0,libre,€1.50m,Left Winger,27,Spain
2024-25,Burgos CF,Javi López,alta,Algeciras CF,Burgos CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€200k,Left Winger,23,Spain
2024-25,Burgos CF,Lisandro López,alta,Al-Khaleej FC,Burgos CF,Saudi Arabia,-,free transfer,0.0,libre,€1.00m,Centre-Back,34,Argentina
2024-25,Burgos CF,Marcelo Expósito,alta,Burgos CF Promesas,Burgos CF,Spain,-,-,,desconocido,-,Central Midfield,21,Spain
2024-25,Burgos CF,Mario Cantero,alta,Gran Peña FC,Burgos CF,Spain,-,free transfer,0.0,libre,-,Central Midfield,22,Spain
2024-25,Burgos CF,Nikola Milicic,alta,FK Partizan Belgrade,Burgos CF,Serbia,-,free transfer,0.0,libre,€500k,Centre-Back,20,Serbia
2024-25,Burgos CF,Pipa,alta,Ludogorets Razgrad,Burgos CF,Bulgaria,-,loan transfer,0.0,cesión,€2.00m,Right-Back,26,Spain
2024-25,Burgos CF,Rubén Quintanilla,alta,UD Almería,Burgos CF,Spain,-,loan transfer,0.0,cesión,€50k,Central Midfield,22,Spain
2024-25,Burgos CF,Saúl del Cerro,alta,Burgos CF Promesas,Burgos CF,Spain,-,-,,desconocido,-,Central Midfield,20,Spain
2024-25,Burgos CF,Thomas Rodríguez,alta,Audax Italiano,Burgos CF,Chile,-,free transfer,0.0,libre,€250k,Right Winger,28,Chile
2024-25,Burgos CF,Tomeu Nadal,alta,CD Tenerife,Burgos CF,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,35,Spain
2024-25,Burgos CF,Ander Martín,baja,Burgos CF,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€400k,Right Winger,23,Spain
2024-25,Burgos CF,Anderson Arroyo,baja,Burgos CF,Liverpool FC U21,England,30/06/2024,End of loan,0.0,retorno de cesión,€800k,Right-Back,24,Colombia
2024-25,Burgos CF,Borja González,baja,Burgos CF,OFI Crete,Greece,-,free transfer,0.0,libre,€500k,Right-Back,28,Spain
2024-25,Burgos CF,David López,baja,Burgos CF,RCD Mallorca,Spain,30/01/2025,End of loan,0.0,retorno de cesión,€500k,Centre-Back,21,Spain
2024-25,Burgos CF,Esteban Saveljich,baja,Burgos CF,Real Murcia CF,Spain,-,free transfer,0.0,libre,€400k,Centre-Back,33,Montenegro
2024-25,Burgos CF,Grego Sierra,baja,Burgos CF,Universitatea Craiova,Romania,-,free transfer,0.0,libre,€700k,Centre-Back,31,Spain
2024-25,Burgos CF,Ian Forns,baja,Burgos CF,RCD Espanyol B,Spain,14/01/2025,End of loan,0.0,retorno de cesión,€200k,Left-Back,20,Spain
2024-25,Burgos CF,Javi López,baja,Burgos CF,UD Ibiza,Spain,-,free transfer,0.0,libre,€200k,Left Winger,23,Spain
2024-25,Burgos CF,Joni Montiel,baja,Burgos CF,Rayo Vallecano,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€1.20m,Attacking Midfield,25,Spain
2024-25,Burgos CF,José Antonio Caro,baja,Burgos CF,Cádiz CF,Spain,-,free transfer,0.0,libre,€1.50m,Goalkeeper,30,Spain
2024-25,Burgos CF,José Matos,baja,Burgos CF,Cádiz CF,Spain,-,free transfer,0.0,libre,€1.20m,Left-Back,29,Spain
2024-25,Burgos CF,Lisandro López,baja,Burgos CF,Olimpia Asunción,Paraguay,-,free transfer,0.0,libre,€800k,Centre-Back,35,Argentina
2024-25,Burgos CF,Loïc Badiashile,baja,Burgos CF,Without Club,-,-,-,,desconocido,€100k,Goalkeeper,26,France
2024-25,Burgos CF,Mumo Muñoz,baja,Burgos CF,Asteras Aktor,Greece,-,free transfer,0.0,libre,€700k,Central Midfield,29,Spain
2024-25,Burgos CF,Saúl del Cerro,baja,Burgos CF,Mérida AD,Spain,-,loan transfer,0.0,cesión,-,Central Midfield,20,Spain
2024-25,Burgos CF,Thomas Rodríguez,baja,Burgos CF,CA Juventud,Uruguay,-,free transfer,0.0,libre,€200k,Right Winger,28,Chile
2024-25,Burgos CF,Unai Elgezabal,baja,Burgos CF,Levante UD,Spain,-,free transfer,0.0,libre,€700k,Centre-Back,31,Spain
2024-25,Burgos CF,Álex Bermejo,baja,Burgos CF,SC Farense,Portugal,-,free transfer,0.0,libre,€800k,Left Winger,25,Spain
2024-25,CD Castellón,Adrián Fuentes,alta,CD Lugo,CD Castellón,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€200k,Centre-Forward,27,Spain
2024-25,CD Castellón,Amir Abedzadeh,alta,CS Marítimo,CD Castellón,Portugal,-,free transfer,0.0,libre,€600k,Goalkeeper,31,Iran
2024-25,CD Castellón,Awer Mabil,alta,Without Club,CD Castellón,-,-,-,,desconocido,€300k,Left Winger,29,Australia
2024-25,CD Castellón,Brian Cipenga,alta,FC Paços de Ferreira,CD Castellón,Portugal,-,free transfer,0.0,libre,€550k,Left Winger,26,DR Congo
2024-25,CD Castellón,Carles Salvador,alta,CE Sabadell FC,CD Castellón,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€100k,Central Midfield,33,Spain
2024-25,CD Castellón,David Flakus Bosilj,alta,Hellas Verona,CD Castellón,Italy,-,free transfer,0.0,libre,€400k,Centre-Forward,22,Slovenia
2024-25,CD Castellón,Giovanni Zarfino,alta,Without Club,CD Castellón,-,-,-,,desconocido,€300k,Central Midfield,33,Uruguay
2024-25,CD Castellón,Jetro Willems,alta,Heracles Almelo,CD Castellón,Netherlands,-,free transfer,0.0,libre,€400k,Centre-Back,30,Netherlands
2024-25,CD Castellón,Juan Escobar,alta,Without Club,CD Castellón,-,-,-,,desconocido,€3.00m,Centre-Back,29,Paraguay
2024-25,CD Castellón,Kenneth Mamah,alta,Göztepe,CD Castellón,Türkiye,-,€250k,250000.0,traspaso,€650k,Right Winger,26,Nigeria
2024-25,CD Castellón,Mamadou Traoré,alta,Union Saint-Gilloise,CD Castellón,Belgium,-,free transfer,0.0,libre,€50k,Right Winger,22,Mali
2024-25,CD Castellón,Mats Seuntjens,alta,RKC Waalwijk,CD Castellón,Netherlands,-,free transfer,0.0,libre,€850k,Attacking Midfield,32,Netherlands
2024-25,CD Castellón,Milos Jojic,alta,Riga FC,CD Castellón,Latvia,-,free transfer,0.0,libre,€500k,Central Midfield,32,Serbia
2024-25,CD Castellón,Nick Markanich,alta,Charleston Battery,CD Castellón,United States,-,€175k,175000.0,traspaso,€500k,Right Winger,25,United States
2024-25,CD Castellón,Ousmane Camara,alta,AJ Auxerre,CD Castellón,France,-,€500k,500000.0,traspaso,€700k,Centre-Forward,22,Guinea
2024-25,CD Castellón,Pablo García,alta,Torrent CF,CD Castellón,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€50k,Goalkeeper,22,Spain
2024-25,CD Castellón,Thomas van den Belt,alta,Feyenoord Rotterdam,CD Castellón,Netherlands,-,loan transfer,0.0,cesión,€1.80m,Defensive Midfield,23,Netherlands
2024-25,CD Castellón,Álex Calatrava,alta,Atlético Madrileño,CD Castellón,Spain,-,free transfer,0.0,libre,€200k,Attacking Midfield,24,Spain
2024-25,CD Castellón,Adrián Fuentes,baja,CD Castellón,SD Tarazona,Spain,-,free transfer,0.0,libre,€200k,Centre-Forward,28,Spain
2024-25,CD Castellón,Borja Granero,baja,CD Castellón,CD Alcoyano,Spain,-,free transfer,0.0,libre,€150k,Centre-Back,34,Spain
2024-25,CD Castellón,Brian Schwake,baja,CD Castellón,Nashville SC,United States,-,free transfer,0.0,libre,€200k,Goalkeeper,23,United States
2024-25,CD Castellón,Carles Salvador,baja,CD Castellón,Retired,-,-,-,,desconocido,€100k,Central Midfield,33,Spain
2024-25,CD Castellón,Dani Villahermosa,baja,CD Castellón,FC Andorra,Spain,-,free transfer,0.0,libre,€300k,Central Midfield,24,Spain
2024-25,CD Castellón,David Flakus Bosilj,baja,CD Castellón,Real Murcia CF,Spain,-,loan transfer,0.0,cesión,€400k,Centre-Forward,22,Slovenia
2024-25,CD Castellón,Gervane Kastaneer,baja,CD Castellón,Without Club,-,-,-,,desconocido,€200k,Centre-Forward,28,Curacao
2024-25,CD Castellón,Haris Medunjanin,baja,CD Castellón,Retired,-,-,-,,desconocido,€50k,Central Midfield,39,Bosnia-Herzegovina
2024-25,CD Castellón,Iago Indias,baja,CD Castellón,UD Ibiza,Spain,-,free transfer,0.0,libre,€250k,Centre-Back,28,Spain
2024-25,CD Castellón,Jacob Carney,baja,CD Castellón,Newport County,England,-,free transfer,0.0,libre,€50k,Goalkeeper,23,England
2024-25,CD Castellón,Julio Gracia,baja,CD Castellón,CF Intercity,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,26,Spain
2024-25,CD Castellón,Lars Veldwijk,baja,CD Castellón,BG Pathum United,Thailand,-,free transfer,0.0,libre,€300k,Centre-Forward,32,South Africa
2024-25,CD Castellón,Mamadou Traoré,baja,CD Castellón,Union Saint-Gilloise U23,Belgium,30/06/2024,End of loan,0.0,retorno de cesión,€50k,Right Winger,22,Mali
2024-25,CD Castellón,Manu Sánchez,baja,CD Castellón,Górnik Zabrze,Poland,-,free transfer,0.0,libre,€500k,Right-Back,28,Spain
2024-25,CD Castellón,Mats Seuntjens,baja,CD Castellón,FC Groningen,Netherlands,-,free transfer,0.0,libre,€700k,Attacking Midfield,32,Netherlands
2024-25,CD Castellón,Nikita Iosifov,baja,CD Castellón,NK Celje,Slovenia,-,free transfer,0.0,libre,€400k,Left Winger,23,Russia
2024-25,CD Castellón,Pablo García,baja,CD Castellón,Torrent CF,Spain,-,free transfer,0.0,libre,€50k,Goalkeeper,22,Spain
2024-25,CD Eldense,Alan Godoy,alta,Deportivo Alavés,CD Eldense,Spain,-,€75k,75000.0,traspaso,€250k,Centre-Forward,21,Spain
2024-25,CD Eldense,Albert Luque,alta,UCAM Murcia CF,CD Eldense,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€150k,Right Winger,22,Spain
2024-25,CD Eldense,Amadou Diawara,alta,Without Club,CD Eldense,-,-,-,,desconocido,€700k,Defensive Midfield,27,Guinea
2024-25,CD Eldense,Andoni Zubiaurre,alta,CD Mirandés,CD Eldense,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Goalkeeper,27,Spain
2024-25,CD Eldense,Chico Geraldes,alta,Johor Darul Ta'zim,CD Eldense,Malaysia,-,loan transfer,0.0,cesión,€2.00m,Attacking Midfield,29,Portugal
2024-25,CD Eldense,Dani Martín,alta,FC Andorra,CD Eldense,Spain,-,free transfer,0.0,libre,€800k,Goalkeeper,26,Spain
2024-25,CD Eldense,Diego Collado,alta,Gil Vicente FC,CD Eldense,Portugal,-,loan transfer,0.0,cesión,€400k,Left Winger,23,Spain
2024-25,CD Eldense,Diego Méndez,alta,Rayo Vallecano B,CD Eldense,Spain,-,loan transfer,0.0,cesión,-,Central Midfield,21,Spain
2024-25,CD Eldense,Fede Vico,alta,Without Club,CD Eldense,-,-,-,,desconocido,€500k,Attacking Midfield,30,Spain
2024-25,CD Eldense,Fran Gámez,alta,Real Zaragoza,CD Eldense,Spain,-,free transfer,0.0,libre,€400k,Right-Back,32,Spain
2024-25,CD Eldense,Iván Martos,alta,SD Huesca,CD Eldense,Spain,-,free transfer,0.0,libre,€400k,Left-Back,27,Spain
2024-25,CD Eldense,Javi Llabrés,alta,RCD Mallorca,CD Eldense,Spain,-,loan transfer,0.0,cesión,€600k,Left Winger,22,Spain
2024-25,CD Eldense,Mario da Costa,alta,CD Lugo,CD Eldense,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€150k,Left Winger,23,Spain
2024-25,CD Eldense,Masca,alta,Real Oviedo,CD Eldense,Spain,-,free transfer,0.0,libre,€800k,Left Winger,24,Portugal
2024-25,CD Eldense,Matia Barzic,alta,Elche CF,CD Eldense,Spain,-,loan transfer,0.0,cesión,€500k,Centre-Back,20,Croatia
2024-25,CD Eldense,Miguel Marí,alta,Hércules CF,CD Eldense,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€200k,Central Midfield,27,Spain
2024-25,CD Eldense,Nacho Quintana,alta,CD Lugo,CD Eldense,Spain,-,free transfer,0.0,libre,€250k,Attacking Midfield,23,Spain
2024-25,CD Eldense,Raúl Parra,alta,GD Estoril Praia,CD Eldense,Portugal,-,loan transfer,0.0,cesión,€275k,Right-Back,25,Spain
2024-25,CD Eldense,Ricardo Grigore,alta,FC Dinamo 1948,CD Eldense,Romania,-,free transfer,0.0,libre,€200k,Centre-Back,25,Romania
2024-25,CD Eldense,Sekou Gassama,alta,USM Alger,CD Eldense,Algeria,-,free transfer,0.0,libre,€350k,Centre-Forward,29,Senegal
2024-25,CD Eldense,Simo Bouzaidi,alta,Córdoba CF,CD Eldense,Spain,-,free transfer,0.0,libre,€300k,Left Winger,24,Morocco
2024-25,CD Eldense,Sixtus Ogbuehi,alta,AD Ceuta FC B,CD Eldense,Spain,-,free transfer,0.0,libre,-,Centre-Forward,21,Nigeria
2024-25,CD Eldense,Unai Ropero,alta,Deportivo Alavés,CD Eldense,Spain,-,loan transfer,0.0,cesión,€500k,Right Winger,22,Spain
2024-25,CD Eldense,Víctor Camarasa,alta,Real Oviedo,CD Eldense,Spain,-,free transfer,0.0,libre,€800k,Central Midfield,30,Spain
2024-25,CD Eldense,Víctor García,alta,AD Alcorcón,CD Eldense,Spain,-,free transfer,0.0,libre,€500k,Right-Back,26,Spain
2024-25,CD Eldense,Álvaro Aceves,alta,Real Valladolid CF,CD Eldense,Spain,-,loan transfer,0.0,cesión,€400k,Goalkeeper,21,Spain
2024-25,CD Eldense,Alan Godoy,baja,CD Eldense,FC Barcelona Atlètic,Spain,-,€150k,150000.0,traspaso,€300k,Centre-Forward,21,Spain
2024-25,CD Eldense,Albert Luque,baja,CD Eldense,UCAM Murcia CF,Spain,-,free transfer,0.0,libre,€150k,Right Winger,22,Spain
2024-25,CD Eldense,Andoni Zubiaurre,baja,CD Eldense,Johor Darul Ta'zim,Malaysia,-,-,,desconocido,€300k,Goalkeeper,27,Spain
2024-25,CD Eldense,Carlos Hernández,baja,CD Eldense,AD Ceuta FC,Spain,-,free transfer,0.0,libre,€100k,Centre-Back,33,Spain
2024-25,CD Eldense,Chico Geraldes,baja,CD Eldense,Johor Darul Ta'zim,Malaysia,07/02/2025,End of loan,0.0,retorno de cesión,€1.00m,Attacking Midfield,29,Portugal
